ID,Study_Authors,Journal,Year_pub,Title,Duration,Species,Taxon,BirdType,Location,Longitude,Latitude,Weather_data_quality,Country,Year,Trait,Trait_Categ_det,Trait_Categ,Unit_trait,Trait_mean,Trait_SE,Record_date,Record_time,Demog_rate,Demog_rate_Categ,Demog_rate_unit,Demog_rate_mean,Demog_rate_SE,Pop,Count,Pop_mean,Pop_SE,Closed
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1963,LayingDate,Laying_Date,Phenological,JulianDay,131.9090909,0.594742809,NA,,NumberFledglings,Reproduction,Fledglings/Nest,5.909090909,1.209466791,BreedingPairs,Y,11,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1964,LayingDate,Laying_Date,Phenological,JulianDay,128.2727273,0.739667113,NA,,NumberFledglings,Reproduction,Fledglings/Nest,7.545454545,0.898115566,BreedingPairs,Y,11,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1965,LayingDate,Laying_Date,Phenological,JulianDay,126.7647059,0.876697562,NA,,NumberFledglings,Reproduction,Fledglings/Nest,5.352941176,0.722237009,BreedingPairs,Y,17,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1966,LayingDate,Laying_Date,Phenological,JulianDay,136,1.08012345,NA,,NumberFledglings,Reproduction,Fledglings/Nest,7,0.40824829,BreedingPairs,Y,4,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1967,LayingDate,Laying_Date,Phenological,JulianDay,130.4375,0.72438911,NA,,NumberFledglings,Reproduction,Fledglings/Nest,6.9375,0.661240942,BreedingPairs,Y,16,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1968,LayingDate,Laying_Date,Phenological,JulianDay,125.0714286,1.140966843,NA,,NumberFledglings,Reproduction,Fledglings/Nest,5.714285714,1.024043759,BreedingPairs,Y,14,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1969,LayingDate,Laying_Date,Phenological,JulianDay,130.6153846,0.612879517,NA,,NumberFledglings,Reproduction,Fledglings/Nest,4.923076923,0.562748959,BreedingPairs,Y,26,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1970,LayingDate,Laying_Date,Phenological,JulianDay,133.3809524,0.428042001,NA,,NumberFledglings,Reproduction,Fledglings/Nest,7.333333333,0.540428989,BreedingPairs,Y,21,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1971,LayingDate,Laying_Date,Phenological,JulianDay,129.9166667,1.03370143,NA,,NumberFledglings,Reproduction,Fledglings/Nest,5.708333333,0.597334559,BreedingPairs,Y,24,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1972,LayingDate,Laying_Date,Phenological,JulianDay,131.25,0.713855691,NA,,NumberFledglings,Reproduction,Fledglings/Nest,5.821428571,0.534655037,BreedingPairs,Y,28,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1973,LayingDate,Laying_Date,Phenological,JulianDay,129.5,0.424538053,NA,,NumberFledglings,Reproduction,Fledglings/Nest,4.863636364,0.483983328,BreedingPairs,Y,44,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1974,LayingDate,Laying_Date,Phenological,JulianDay,126.25,0.60567964,NA,,NumberFledglings,Reproduction,Fledglings/Nest,4.125,0.455690669,BreedingPairs,Y,24,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1975,LayingDate,Laying_Date,Phenological,JulianDay,126.8214286,0.710937922,NA,,NumberFledglings,Reproduction,Fledglings/Nest,6.107142857,0.60276981,BreedingPairs,Y,28,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1976,LayingDate,Laying_Date,Phenological,JulianDay,135.862069,0.685393235,NA,,NumberFledglings,Reproduction,Fledglings/Nest,5.103448276,0.553414897,BreedingPairs,Y,29,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1977,LayingDate,Laying_Date,Phenological,JulianDay,131.9285714,0.45044893,NA,,NumberFledglings,Reproduction,Fledglings/Nest,4.2,0.834950811,BreedingPairs,Y,15,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1978,LayingDate,Laying_Date,Phenological,JulianDay,137.6666667,0.986841532,NA,,NumberFledglings,Reproduction,Fledglings/Nest,5.5,0.901161197,BreedingPairs,Y,18,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1979,LayingDate,Laying_Date,Phenological,JulianDay,136.6666667,0.700140042,NA,,NumberFledglings,Reproduction,Fledglings/Nest,6.833333333,0.578763613,BreedingPairs,Y,18,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1980,LayingDate,Laying_Date,Phenological,JulianDay,129.5714286,0.746525179,NA,,NumberFledglings,Reproduction,Fledglings/Nest,6.5,0.856455769,BreedingPairs,Y,14,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1981,LayingDate,Laying_Date,Phenological,JulianDay,136.3333333,0.557773351,NA,,NumberFledglings,Reproduction,Fledglings/Nest,8.166666667,0.703167437,BreedingPairs,Y,6,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1982,LayingDate,Laying_Date,Phenological,JulianDay,131.8181818,1.306057091,NA,,NumberFledglings,Reproduction,Fledglings/Nest,5.454545455,1.139087644,BreedingPairs,Y,11,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1983,LayingDate,Laying_Date,Phenological,JulianDay,123,1.053513222,NA,,NumberFledglings,Reproduction,Fledglings/Nest,6.928571429,0.606415207,BreedingPairs,Y,14,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1984,LayingDate,Laying_Date,Phenological,JulianDay,127,0.866025404,NA,,NumberFledglings,Reproduction,Fledglings/Nest,9.5,0.46291005,BreedingPairs,Y,8,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1985,LayingDate,Laying_Date,Phenological,JulianDay,137.25,0.644307053,NA,,NumberFledglings,Reproduction,Fledglings/Nest,6.15,0.740821024,BreedingPairs,Y,20,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1986,LayingDate,Laying_Date,Phenological,JulianDay,129.6,0.775954421,NA,,NumberFledglings,Reproduction,Fledglings/Nest,8.4,0.284697439,BreedingPairs,Y,20,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1987,LayingDate,Laying_Date,Phenological,JulianDay,142,1.983263304,NA,,NumberFledglings,Reproduction,Fledglings/Nest,4.166666667,1.376388188,BreedingPairs,Y,6,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1988,LayingDate,Laying_Date,Phenological,JulianDay,136.3846154,0.747118066,NA,,NumberFledglings,Reproduction,Fledglings/Nest,3.846153846,1.223939383,BreedingPairs,Y,13,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1989,LayingDate,Laying_Date,Phenological,JulianDay,123.7368421,0.812339432,NA,,NumberFledglings,Reproduction,Fledglings/Nest,4.315789474,0.809492772,BreedingPairs,Y,19,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1990,LayingDate,Laying_Date,Phenological,JulianDay,NA,NA,NA,,NumberFledglings,Reproduction,Fledglings/Nest,NA,NA,BreedingPairs,Y,NA,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1991,LayingDate,Laying_Date,Phenological,JulianDay,131.2835821,0.649184845,NA,,NumberFledglings,Reproduction,Fledglings/Nest,4.179104478,0.345498528,BreedingPairs,Y,67,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1992,LayingDate,Laying_Date,Phenological,JulianDay,137.0612245,0.411239199,NA,,NumberFledglings,Reproduction,Fledglings/Nest,7.112244898,0.19987512,BreedingPairs,Y,98,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1993,LayingDate,Laying_Date,Phenological,JulianDay,126.2873563,0.256905716,NA,,NumberFledglings,Reproduction,Fledglings/Nest,5.781609195,0.313820176,BreedingPairs,Y,87,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1994,LayingDate,Laying_Date,Phenological,JulianDay,130.1066667,0.540794655,NA,,NumberFledglings,Reproduction,Fledglings/Nest,2.907894737,0.272852143,BreedingPairs,Y,76,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1995,LayingDate,Laying_Date,Phenological,JulianDay,134.7777778,1.083139991,NA,,NumberFledglings,Reproduction,Fledglings/Nest,6.222222222,0.500969079,BreedingPairs,Y,36,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1996,LayingDate,Laying_Date,Phenological,JulianDay,135.4102564,0.606663347,NA,,NumberFledglings,Reproduction,Fledglings/Nest,5.897435897,0.56050256,BreedingPairs,Y,39,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1997,LayingDate,Laying_Date,Phenological,JulianDay,137.6206897,0.63248239,NA,,NumberFledglings,Reproduction,Fledglings/Nest,6.896551724,0.394995877,BreedingPairs,Y,29,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1998,LayingDate,Laying_Date,Phenological,JulianDay,130.4333333,0.862612089,NA,,NumberFledglings,Reproduction,Fledglings/Nest,3.5,0.552424125,BreedingPairs,Y,30,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,1999,LayingDate,Laying_Date,Phenological,JulianDay,127.7088608,0.690067686,NA,,NumberFledglings,Reproduction,Fledglings/Nest,5.911392405,0.275111658,BreedingPairs,Y,79,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,2000,LayingDate,Laying_Date,Phenological,JulianDay,129.9054054,0.616678266,NA,,NumberFledglings,Reproduction,Fledglings/Nest,5.4,0.302541785,BreedingPairs,Y,75,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,2001,LayingDate,Laying_Date,Phenological,JulianDay,134.2142857,1.258721536,NA,,NumberFledglings,Reproduction,Fledglings/Nest,6.785714286,0.350487438,BreedingPairs,Y,14,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,2002,LayingDate,Laying_Date,Phenological,JulianDay,128.02,0.491968142,NA,,NumberFledglings,Reproduction,Fledglings/Nest,7.5,0.309377255,BreedingPairs,Y,50,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,2003,LayingDate,Laying_Date,Phenological,JulianDay,134.0384615,0.488141069,NA,,NumberFledglings,Reproduction,Fledglings/Nest,4.75,0.301923197,BreedingPairs,Y,52,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,2004,LayingDate,Laying_Date,Phenological,JulianDay,130,2.34520788,NA,,NumberFledglings,Reproduction,Fledglings/Nest,4.083333333,0.957097358,BreedingPairs,Y,12,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,2005,LayingDate,Laying_Date,Phenological,JulianDay,130.5,1.530250524,NA,,NumberFledglings,Reproduction,Fledglings/Nest,4.5625,0.701003745,BreedingPairs,Y,16,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,2006,LayingDate,Laying_Date,Phenological,JulianDay,132.9090909,1.198491909,NA,,NumberFledglings,Reproduction,Fledglings/Nest,5.863636364,0.386876292,BreedingPairs,Y,44,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,2007,LayingDate,Laying_Date,Phenological,JulianDay,123.2153846,0.609418192,NA,,NumberFledglings,Reproduction,Fledglings/Nest,6.2,0.317895726,BreedingPairs,Y,65,NA,Yes
1,Ahola_et_al,Journal of Animal Ecology,2009,Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits,54,Parus major,Bird,Bird,Askainen,21.831193,60.571735,2,Finland,2008,LayingDate,Laying_Date,Phenological,JulianDay,125.890625,0.455411241,NA,,NumberFledglings,Reproduction,Fledglings/Nest,5.09375,0.299403135,BreedingPairs,Y,64,NA,Yes
21,Husby_et_al,Evolution,2010,CONTRASTING PATTERNS OF PHENOTYPIC PLASTICITY IN REPRODUCTIVE TRAITS IN TWO GREAT TIT (PARUS MAJOR) POPULATIONS,34,Parus major,Bird,Bird,De Hoge Veluwe,5.835833,52.085833,1,The Netherlands,1955,LayingDate,Laying_Date,Phenological,DaySinceApr1,32.1,1.079601593,NA,,NumberFledglings,Reproduction,Fledglings/Nest,3.7,0.955007853,Density,Y,10,NA,Yes
21,Husby_et_al,Evolution,2010,CONTRASTING PATTERNS OF PHENOTYPIC PLASTICITY IN REPRODUCTIVE TRAITS IN TWO GREAT TIT (PARUS MAJOR) POPULATIONS,34,Parus major,Bird,Bird,De Hoge Veluwe,5.835833,52.085833,1,The Netherlands,1956,LayingDate,Laying_Date,Phenological,DaySinceApr1,29.333,2.223666667,NA,,NumberFledglings,Reproduction,Fledglings/Nest,5.778,1.102666667,Density,Y,9,NA,Yes
21,Husby_et_al,Evolution,2010,CONTRASTING PATTERNS OF PHENOTYPIC PLASTICITY IN REPRODUCTIVE TRAITS IN TWO GREAT TIT (PARUS MAJOR) POPULATIONS,34,Parus major,Bird,Bird,De Hoge Veluwe,5.835833,52.085833,1,The Netherlands,1957,LayingDate,Laying_Date,Phenological,DaySinceApr1,21.322,0.890361962,NA,,NumberFledglings,Reproduction,Fledglings/Nest,3.373,0.336668524,Density,Y,59,NA,Yes
21,Husby_et_al,Evolution,2010,CONTRASTING PATTERNS OF PHENOTYPIC PLASTICITY IN REPRODUCTIVE TRAITS IN TWO GREAT TIT (PARUS MAJOR) POPULATIONS,34,Parus major,Bird,Bird,De Hoge Veluwe,5.835833,52.085833,1,The Netherlands,1958,LayingDate,Laying_Date,Phenological,DaySinceApr1,32.694,0.899463353,NA,,NumberFledglings,Reproduction,Fledglings/Nest,5,0.630773821,Density,Y,31,NA,Yes
21,Husby_et_al,Evolution,2010,CONTRASTING PATTERNS OF PHENOTYPIC PLASTICITY IN REPRODUCTIVE TRAITS IN TWO GREAT TIT (PARUS MAJOR) POPULATIONS,34,Parus major,Bird,Bird,De Hoge Veluwe,5.835833,52.085833,1,The Netherlands,1959,LayingDate,Laying_Date,Phenological,DaySinceApr1,15.386,0.453584524,NA,,NumberFledglings,Reproduction,Fledglings/Nest,6.835,0.376619065,Density,Y,88,NA,Yes
21,Husby_et_al,Evolution,2010,CONTRASTING PATTERNS OF PHENOTYPIC PLASTICITY IN REPRODUCTIVE TRAITS IN TWO GREAT TIT (PARUS MAJOR) POPULATIONS,34,Parus major,Bird,Bird,De Hoge Veluwe,5.835833,52.085833,1,The Netherlands,1960,LayingDate,Laying_Date,Phenological,DaySinceApr1,20.292,0.754836489,NA,,NumberFledglings,Reproduction,Fledglings/Nest,6.097,0.445830826,Density,Y,72,NA,Yes
21,Husby_et_al,Evolution,2010,CONTRASTING PATTERNS OF PHENOTYPIC PLASTICITY IN REPRODUCTIVE TRAITS IN TWO GREAT TIT (PARUS MAJOR) POPULATIONS,34,Parus major,Bird,Bird,De Hoge Veluwe,5.835833,52.085833,1,The Netherlands,1961,LayingDate,Laying_Date,Phenological,DaySinceApr1,13.822,0.434594973,NA,,NumberFledglings,Reproduction,Fledglings/Nest,6.469,0.293855442,Density,Y,143,NA,Yes
21,Husby_et_al,Evolution,2010,CONTRASTING PATTERNS OF PHENOTYPIC PLASTICITY IN REPRODUCTIVE TRAITS IN TWO GREAT TIT (PARUS MAJOR) POPULATIONS,34,Parus major,Bird,Bird,De Hoge Veluwe,5.835833,52.085833,1,The Netherlands,1962,LayingDate,Laying_Date,Phenological,DaySinceApr1,29.121,0.691328369,NA,,NumberFledglings,Reproduction,Fledglings/Nest,2.931,0.400353314,Density,Y,58,NA,Yes
21,Husby_et_al,Evolution,2010,CONTRASTING PATTERNS OF PHENOTYPIC PLASTICITY IN REPRODUCTIVE TRAITS IN TWO GREAT TIT (PARUS MAJOR) POPULATIONS,34,Parus major,Bird,Bird,De Hoge Veluwe,5.835833,52.085833,1,The Netherlands,1963,LayingDate,Laying_Date,Phenological,DaySinceApr1,25.186,0.538070769,NA,,NumberFledglings,Reproduction,Fledglings/Nest,5.458,0.418036593,Density,Y,59,NA,Yes
21,Husby_et_al,Evolution,2010,CONTRASTING PATTERNS OF PHENOTYPIC PLASTICITY IN REPRODUCTIVE TRAITS IN TWO GREAT TIT (PARUS MAJOR) POPULATIONS,34,Parus major,Bird,Bird,De Hoge Veluwe,5.835833,52.085833,1,The Netherlands,1964,LayingDate,Laying_Date,Phenological,DaySinceApr1,23.242,0.682498682,NA,,NumberFledglings,Reproduction,Fledglings/Nest,5.218,0.55956256,Density,Y,62,NA,Yes
